id,start-date,submit-date,network,age-group,country,years-php,years-programming,education,numframeworks,fw-work-choice,fw-work-other,fw-work-reason-easy,fw-work-reason-community,fw-work-reason-tutorials,fw-work-reason-tested,fw-work-reason-features,fw-work-reason-forced,fw-work-reason-other,fw-work-reason-other-why,fw-personal-choice,fw-personal-other,fw-personal-reason-easy,fw-personal-reason-community,fw-personal-reason-tutorials,fw-personal-reason-tested,fw-personal-reason-features,fw-personal-reason-other,fw-personal-reason-other-why,contributes,laravel,yii1,yii2,zf1,zf2,symfony2,phalcon,aura,slim,silex,webiny,cake,fuel,kohana,ci,prado,phpixie,flight,simple,typo,nette,agavi,other
11272,"2015-03-02 14:31:51","2015-03-02 14:36:24",3f29f3602855fd7987a4331edc01874ab2c5f537,3,"United Kingdom",5,10,6,5,Symfony2,,,,,,,,1,"Allows to write code decoupled from the framework.",Symfony2,,,,,,,1,"Allows to write code decoupled from the framework","Yes, I help with both code and documentation",,,,,,1,,,,,,,,,,,,,,,,,
11275,"2015-03-02 14:32:03","2015-03-02 14:34:36",6730b331a139bfe6e89400ff8520782b4b8f5630,3,"United Kingdom",14,16,1,4,"We use a CMS for everything",,,1,,1,1,,,,Symfony2,,,1,1,1,,,,"Yes, I help with both code and documentation",,,,,,1,,,,,,,,,,,,,,,,,
11276,"2015-03-02 14:32:04","2015-03-02 14:34:37",baf60c4884f55c735d384626d90f9387656d2c3b,2,Australia,8,9,1,2,Laravel,,1,1,1,1,1,,,,Laravel,,1,1,1,1,1,,,"Yes, I help with code (including tests)",1,,,,,,,,,,,,1,,,,,,,,,,
11277,"2015-03-02 14:32:22","2015-03-02 14:38:56",2ab9387c4a7c66cf089e970faa0397accadaf284,3,Spain,10,15,6,2,Symfony2,,,1,1,1,1,,,,Silex,,1,,1,1,,,,"Yes, I help with code (including tests)",,,,,,1,,,,1,,,,,,,,,,,,,
11283,"2015-03-02 14:32:42","2015-03-02 14:37:08",cc00c50b6d49e134e9975dc67959bc2c0214868e,3,Belarus,5,7,1,3,"Zend Framework 1",,1,,,,,,1,"I don't know","Yii 2",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11284,"2015-03-02 14:32:48","2015-03-02 14:37:09",849c67ee24dfedfa73d983dd3426314dbe04aa06,2,"Russian Federation",7,7,3,3,"Yii 1",,,,1,,1,,,,"Yii 2",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11286,"2015-03-02 14:32:54","2015-03-02 14:35:56",2f9b3cbc37f7903ef038800d1b04c5df11ebd05c,3,"United Kingdom",12,15,6,7,Phalcon,,,,,,,1,,,Symfony2,,,,,,,1,"Framework architecture, DI, best practices",No,,,,,,,,,,,,,,,,,,,,,,,
11289,"2015-03-02 14:33:03","2015-03-02 14:35:50",2d02b79d31857ebe36fde70b0599bfc3ebe5b069,3,France,7,9,4,2,Symfony2,,,,,,1,,,,Slim,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11292,"2015-03-02 14:33:00","2015-03-02 14:38:18",369078b9b923e56d5cff36ed731fc3be1ecab5d9,3,"United Kingdom",10,10,1,3,"Company Internal Framework",,,,,,,,1,"Our framework essentially consists of the ""best"" components from existing frameworks (mostly Symfony2 and Zend) composed into our own DI container & app kernel.","Company Internal Framework",,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11294,"2015-03-02 14:33:30","2015-03-02 14:36:09",a09c22e74fae5fc45fcc75773c2b277b534a3d6f,3,"United Kingdom",10,10,2,7,"Zend Framework 2",,,,,1,,1,,,Symfony2,,,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11297,"2015-03-02 14:33:41","2015-03-02 14:37:57",25db642d763989764692d33d07732aaa6213a476,2,Brazil,3,4,4,2,"Zend Framework 1",,,,,,,1,,,Phalcon,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11300,"2015-03-02 14:33:53","2015-03-02 14:53:13",fb1eb21bf10038b4173435003dabf5187d4e3f56,3,Poland,6,6,3,4,Symfony2,,,1,,1,1,,,,Symfony2,,,1,,1,1,,,"Yes, I help with code (including tests)",,,,,,1,,,,,,,,,,,,,,,,,
11301,"2015-03-02 14:33:58","2015-03-02 14:36:34",39315487090195b9fbd3ea7187ff96ab0547bbec,3,France,3,5,6,5,Symfony2,,1,1,,,,,,,Silex,,1,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11304,"2015-03-02 14:33:47","2015-03-02 14:48:24",3ed647e11ed094e578e0e7313380b0b10f745c92,4,"United Kingdom",14,16,1,5,Symfony2,,,1,1,1,,,,,Symfony2,,,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11306,"2015-03-02 14:34:03","2015-03-02 14:39:47",a5a7197f51ea7776ee77b46e0786557d5597d3fa,2,Norway,4,6,1,4,Laravel,,1,,1,,1,,,,,Autarky,1,,,1,,1,"I picked Laravel at first because it was easy to get started with and I was fairly new to web-MVC etc. but have since learned that it is buggy and has poor leadership. Now I prefer using my own framework because every other framework is bloated, tightly coupled or poorly written.","Yes, I help with both code and documentation",1,,,,,1,,,,,,,,,,,,,,,,,
11314,"2015-03-02 14:34:23","2015-03-02 14:59:45",160a9e9ea168f8f3cfc2fa7f637fb5a4755b37a1,3,"Czech Republic",12,15,1,2,Nette,,1,1,,1,1,,1,"Community support in my language",Nette,,1,1,,1,1,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,,,,,,,1,,
11315,"2015-03-02 14:34:24","2015-03-02 14:39:04",9e71675831d458b165d7c29fcd2e11e4b6c64b9a,3,Belgium,12,15,5,4,Symfony2,,,,,1,,,,,Symfony2,,,,1,,,,,"Yes, I help with code (including tests)",,,,,,1,,,,,,,,,,,,,,,,,
11316,"2015-03-02 14:34:35","2015-03-02 14:40:29",4323873a04d61c66221cf8bbaac8e4fa66bb16b3,3,Germany,16,19,1,4,"Typo 3",,1,,,,,,,,Slim,,1,,,,,,,"Yes, I help with both code and documentation",,,,,,,,,1,,,,,,,,,,,1,,,
11324,"2015-03-02 14:34:38","2015-03-02 14:36:45",43d84ccfa0ac25786b4108e6fbf89e79af87e306,4,France,10,20,7,5,Symfony2,,1,1,1,1,1,,,,Symfony2,,1,1,1,1,1,,,"Yes, I help with code (including tests)",,,,,,1,,,,,,,,,,,,,,,,,
11328,"2015-03-02 14:35:12","2015-03-02 14:37:30",4762941e99e532f9f2f4e7558f029574f14af126,3,Belgium,2,2,2,1,Symfony2,,1,1,,,,,,,Symfony2,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11331,"2015-03-02 14:35:23","2015-03-02 14:37:49",5d7588fdb97ab5f209b092866e6ed6a8b7e75741,2,France,4,4,6,1,Symfony2,,,1,,1,1,,,,Symfony2,,,1,,1,1,,,"Yes, I help with both code and documentation",,,,,,1,,,,,,,,,,,,,,,,,
11335,"2015-03-02 14:35:37","2015-03-02 14:37:24",a067864b55cc6cea355435dd829a99a974a4693a,4,Germany,15,20,5,5,Symfony2,,1,1,,1,,,,,Symfony2,,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11342,"2015-03-02 14:35:51","2015-03-02 14:39:43",e73011791cc04a5c17306d0b8a1f683c64189219,4,Germany,3,7,6,3,"Zend Framework 2",,,,,,1,1,,,"Yii 1",,1,1,1,1,1,1,Speed,No,,,,,,,,,,,,,,,,,,,,,,,
11344,"2015-03-02 14:35:41","2015-03-02 14:37:58",f7516969efd136efe37527e371d62efe205fb439,2,"United Kingdom",1,2,6,2,"We use a CMS for everything",,,,,,,1,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11347,"2015-03-02 14:36:15","2015-03-02 14:39:01",726c9e34962890187bc47877f7a0417018d99998,2,Angola,8,6,2,2,Laravel,,1,1,,,,,,,Laravel,,1,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11349,"2015-03-02 14:36:22","2015-03-02 14:39:29",2841d59291109f64356c3b53907e197acf0f117b,2,"Russian Federation",4,5,4,5,Symfony2,,,1,,1,,,,,Symfony2,,,1,,1,,,,"Yes, I help with code (including tests)",,1,,,,,,,,,,,,,,,,,,,,,
11356,"2015-03-02 14:36:52","2015-03-02 14:39:10",e2e45b798488ffbe918f43797d86aa1ea7f7ff11,3,Belgium,10,12,5,2,"Zend Framework 1",,,1,,,,,,,Symfony2,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11360,"2015-03-02 14:36:51","2015-03-02 14:39:44",634467dff290758342403e246c1ecc96cf71173d,3,France,15,15,6,2,Symfony2,,,1,,1,1,,,,Silex,,1,1,,1,,,,"Yes, I help with code (including tests)",,,,,,1,,,,,,,,,,,,,,,,,
11363,"2015-03-02 14:37:21","2015-03-02 14:43:24",6cef667fa3bd11796118c041b66d3c44c346dc24,3,"United States",5,8,5,2,Symfony2,,,,,,1,,,,,Joomla,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11365,"2015-03-02 14:37:31","2015-03-02 14:39:32",4fd052ef6364a0103e3d0432ca943d4f3132892a,2,Slovakia,5,7,1,4,Symfony2,,,1,,1,1,,,,Symfony2,,,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11373,"2015-03-02 14:38:11","2015-03-02 15:29:37",da7d81e9c57d94b867f10700f40d3fd34baf2aa5,3,France,10,10,5,3,Symfony2,,,,,1,,,,,Symfony2,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11377,"2015-03-02 14:38:23","2015-03-02 15:29:24",952daad92497bcb4fa41d40e06244dd13eb42c91,5,"United States",13,20,2,5,Symfony2,,,1,1,1,1,,,,Symfony2,,,1,1,1,1,,,"Yes, I help with code (including tests)",,,,,,1,,,,1,,,,,1,,,,,,,,
11387,"2015-03-02 14:39:25","2015-03-02 15:00:58",090c0f09cba6c5f3379bb1ce131c4912eaf7eaee,3,"United States",4,4,5,3,Symfony2,,,1,1,1,1,,1,"Symfony provides the tools and conventions that allow rapid application development. At the same time, every component can be extended or replaced in non-trivial applications.
Symfony is the best of both worlds: convention and configuration.",Symfony2,,,1,1,1,1,1,"Once you learn Symfony, it works well for trivial and non-trivial applications. It makes sense to start with a framework that can scale.","Yes, I help with code (including tests)",,,,,,1,,,,,,,,,,,,,,,,,
11390,"2015-03-02 14:39:47","2015-03-02 14:43:40",24b635733ad157df1d578ba2255eeb959d30da0b,4,Greece,15,15,5,3,Phalcon,,,,,,1,,,,Phalcon,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11392,"2015-03-02 14:39:37","2015-03-02 14:46:55",ec7d701e061237b4c549e6ddd0595ce905b36afb,3,France,8,10,5,5,Symfony2,,,1,1,1,1,,,,Symfony2,,,1,1,1,1,,,"Yes, I help with both code and documentation",,,,,,1,,,,,,,,,,,,,,,,,
11397,"2015-03-02 14:40:21","2015-03-02 14:43:57",7796669895b01f9e40293879c7403bfe71c3c2b4,3,France,6,6,6,2,Silex,,1,1,1,1,1,,,,Symfony2,,1,1,1,1,1,,,"Yes, I help with both code and documentation",,,,,,1,,,,,,,,,,,,,,,,,
11398,"2015-03-02 14:40:35","2015-03-02 14:43:24",63f31bcaa969a5a41edce694e16bda7b904765a7,2,"Czech Republic",5,5,1,3,Nette,,1,,,,,,,,Nette,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11402,"2015-03-02 14:41:10","2015-03-02 14:44:45",0e2388dacb63318fc18dddc5fa20506cbd070495,4,Switzerland,5,20,1,3,Symfony2,,,1,1,1,1,,,,Symfony2,,1,1,,1,1,,,"Yes, I help with both code and documentation",,,,,,1,,,,,,,,,,,,,,,,,
11409,"2015-03-02 14:41:27","2015-03-02 14:50:05",7da2a6a6f94975f9895f88c853ebf4ef47340c20,3,"Czech Republic",14,19,3,3,Nette,,1,1,,1,,,1,"Nette is secure.Has really clean code.
Maintains BC as possible.
I like the way how main developer think.
Well tested.",Nette,,1,1,,1,,,,"Yes, I help with both code and documentation",,,,,,,,,,,,,,,,,,,,,1,,
11412,"2015-03-02 14:41:53","2015-03-02 14:44:43",3d488f7efdcda36482602b7a904c3b85d5360821,2,"United Kingdom",9,9,4,4,Symfony2,,,1,,1,1,,,,Symfony2,,,1,,1,1,,,"Yes, I help with code (including tests)",,1,,,,1,,,,,,,,,,,,,,,,,
11415,"2015-03-02 14:42:10","2015-03-02 14:52:58",4994be54158b00b31dfd3ecdf1bda04fecf92f29,3,"Czech Republic",6,9,5,2,Nette,,1,,,1,,,1,"If i was on begin with programming, the framework documentation was be in my nativ language.",Nette,,1,,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11420,"2015-03-02 14:42:25","2015-03-02 14:46:23",1c14d1739587dfb514190c35079b9cf0281d648d,3,Spain,12,15,4,5,Symfony2,,1,1,1,1,1,,,,Symfony2,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11424,"2015-03-02 14:42:44","2015-03-02 14:46:38",4d1ad19423d6022365524e4f7ecd3876a8e43c06,3,Germany,10,10,1,2,Symfony2,,,1,,1,1,,,,"No Framework",,,,,,,1,,"Yes, I help with code (including tests)",,,,,,1,,,,1,,,,,,,,,,,,,
11427,"2015-03-02 14:43:09","2015-03-02 14:46:18",bafd007fa8a044b9e8100f545561c7810b1738cf,3,Belarus,5,5,5,3,Symfony2,,,,1,1,1,,,,"Yii 1",,1,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11428,"2015-03-02 14:43:17","2015-03-02 14:47:32",d0099db492e73f7f7ccc5057981001a94e5d9caf,3,Estonia,4,4,4,4,"We use a CMS for everything",,,1,1,,,1,,,"I use a CMS for all my work",,,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11441,"2015-03-02 14:44:22","2015-03-02 14:47:09",6298e39a5ffc2d5f8ff2a3ad5225b3ce316ae8c5,3,Germany,2,10,6,3,Symfony2,,,,,,1,1,,,Symfony2,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11444,"2015-03-02 14:44:42","2015-03-02 17:15:11",814a3eacdd3b19fa372302730d5c597eb274bb48,3,"Czech Republic",9,10,1,2,Symfony2,,1,1,,,,,,,Symfony2,,1,,,,,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,,,,,,,1,,
11445,"2015-03-02 14:44:57","2015-03-02 14:47:19",1feaf88ff3b3a34fc7391227cefa8c2be6cd50e1,3,Turkey,12,15,1,5,Symfony2,,,1,,1,1,,,,Symfony2,,,1,,1,1,,,"Yes, I help with code (including tests)",,,,,,1,,,1,,,,,,,,,,,,,,
11448,"2015-03-02 14:45:17","2015-03-02 14:48:14",dafd69a4c08041426d9b923971a0ddd1ac499f66,3,"United Kingdom",9,13,5,3,Symfony2,,,1,,1,,,,,Symfony2,,,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11455,"2015-03-02 14:45:45","2015-03-02 14:48:22",2fa660dcda64a98ba32fc17be20681890c8605ad,4,Austria,15,18,4,4,Symfony2,,,1,,,,,,,,Contao,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11456,"2015-03-02 14:46:07","2015-03-02 14:54:40",99ebf4ecea3fe644c27fbb1c7863e09e6fd1ee45,4,France,2,15,1,2,Laravel,,1,,,,,,,,,"self developed framework",1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11457,"2015-03-02 14:46:07","2015-03-02 14:48:43",8711c537cf88d1a6e733e1f435ed3f09a0a4ff82,2,Ukraine,3,3,5,4,Symfony2,,,1,1,1,1,,,,Symfony2,,,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11462,"2015-03-02 14:47:02","2015-03-02 14:50:05",67b112ecfb4c1d71ed83f5b7ce92872c55bee3ab,4,Poland,5,10,5,2,Symfony2,,1,1,,,,,,,Symfony2,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11466,"2015-03-02 14:47:20","2015-03-02 14:49:45",6da48820c8c774485341de6b2adccf02ed61030f,3,"Czech Republic",7,12,1,1,Nette,,1,1,,1,1,,,,Nette,,1,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11468,"2015-03-02 14:47:06","2015-03-02 14:51:18",cabecbd13bfcc40388adb4c8aca1fe45e418d064,4,"United Kingdom",9,17,1,2,"Zend Framework 2",,,,,,,1,,,"Zend Framework 2",,,,,,,1,Familiar,No,,,,,,,,,,,,,,,,,,,,,,,
11484,"2015-03-02 14:50:00","2015-03-02 14:52:04",9c98adc7b0900c0e67feca771a5d3e7fed008006,2,Austria,7,10,2,2,Symfony2,,,,,1,,,,,"No Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11486,"2015-03-02 14:50:16","2015-03-02 14:55:09",e739b076595730168f06f43ce83e12234b3d5d39,3,Switzerland,7,8,4,3,Symfony2,,,1,,1,,,1,"Cause it's the best.",Symfony2,,,1,,,,1,"I'm a fan.",No,,,,,,,,,,,,,,,,,,,,,,,
11489,"2015-03-02 14:50:56","2015-03-02 15:00:54",d06974166bce13bc9acc74fd717a934746df7a40,2,France,5,8,1,2,Symfony2,,,1,,,1,,1,"I'm one of the Symfony2 core developers so I know it very well",Symfony2,,,1,,,1,,,"Yes, I help with both code and documentation",,,,,,1,,,,1,,,,,,,,,,,,,
11499,"2015-03-02 14:51:34","2015-03-02 14:54:01",43330adfa72233b3898edf304fc934d51f41d99d,3,"United Kingdom",13,15,1,5,"Zend Framework 2",,,1,,1,1,,,,,"Depends on what I'm doing - right tool for the job",,,,,,1,"Depends on what I'm doing - sometimes might not use a framework, sometimes ZF2, Silex, etc.","Yes, I help with code (including tests)",,,,,1,,,,,,,,,,,,,,,,,,
11507,"2015-03-02 14:52:22","2015-03-02 14:55:26",8d8a4f134c925fd3803e31ae1a2db7d1d4c1f969,3,Lithuania,5,7,3,4,Symfony2,,,,,1,1,,,,Slim,,1,,,,,1,,No,,,,,,,,,,,,,,,,,,,,,,,
11508,"2015-03-02 14:52:40","2015-03-02 14:57:11",d0e1ab36cb881c979db424630693f76a06b2fe37,2,"Czech Republic",6,7,1,3,Nette,,1,1,,1,1,,,,Nette,,1,1,,1,1,,,"Yes, I help with documentation (official docs only)",,,,,,,,,,,,,,,,,,,,,1,,
11509,"2015-03-02 14:52:47","2015-03-02 14:55:45",0a58ee12c0f70c83addce6845667dba5b072178e,3,"United Kingdom",7,8,5,1,CakePHP,,,,,,,1,,,CakePHP,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11511,"2015-03-02 14:52:55","2015-03-02 14:55:09",e1ce36647fb58b21dea5156c9ae8edc94c4ae35d,4,Canada,10,10,3,3,Laravel,,1,,1,,1,,,,Laravel,,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11519,"2015-03-02 14:53:50","2015-03-02 15:00:41",4f9719ea14f9ebd1e403364b143f9158f07f885d,3,"Czech Republic",8,10,4,2,Nette,,1,,,1,,,,,Nette,,1,,,,1,,,"Yes, I help with documentation (official docs only)",,,,,,,,,,,,,,,,,,,,,1,,
11521,"2015-03-02 14:54:00","2015-03-02 14:58:03",2cde85360ae9d2a8fc4ecda5dd092d378516e2e2,3,France,14,14,5,4,Symfony2,,1,1,,1,1,,,,Symfony2,,1,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11524,"2015-03-02 14:54:29","2015-03-02 14:57:11",be1f528c642b6bc793156de41cc9a8d905e4b4c6,2,Uruguay,9,9,5,2,Symfony2,,,1,,1,1,,,,Symfony2,,,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11530,"2015-03-02 14:54:54","2015-03-02 14:57:52",8815a0bd86c56948fde7d35081eaf59e2bd1a880,3,"Czech Republic",12,15,4,5,Nette,,1,1,1,1,1,,,,Nette,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11534,"2015-03-02 14:55:39","2015-03-02 15:00:05",f462d7e5c908e1212450f5abf26c42f1b69f21d0,3,France,6,7,5,4,Laravel,,1,,,,1,,,,Laravel,,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11539,"2015-03-02 14:55:46","2015-03-02 15:01:07",44fdff75dc0d813e002d607fca34586d9cd2fa7c,3,France,4,7,6,2,Symfony2,,,1,,1,,,,,Silex,,1,,,,,,,"Yes, I help with documentation (official docs only)",,,,,,1,,,,,,,,,,,,,,,,,
11541,"2015-03-02 14:55:58","2015-03-02 14:57:58",253d2df884d42c8a93795c44c2cb4432e6194ff1,3,Finland,10,10,5,6,Symfony2,,,1,1,1,,,,,Symfony2,,,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11543,"2015-03-02 14:56:29","2015-03-02 14:59:50",e0486077bf1471ea0fe4cadd51736b280af9fc7f,2,"Czech Republic",8,9,6,6,Nette,,1,1,,,1,,,,Nette,,1,1,,,1,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,,,,,,,1,,
11544,"2015-03-02 14:56:34","2015-03-02 15:04:20",5c2ffb7963adbb3b70d81c5f9cb983182b294d96,3,"United Kingdom",9,9,1,3,"Company Internal Framework",,,,,,,,1,"Before composer and a push for framework agnostic packages, the big frameworks just weren't appealing. We are now gradually replacing our internal components with packages from packagist, with an ultimate goal of moving to a framework","No Framework",,,,,,,1,"I find it more flexible to use a set of components rather than a full framework","Yes, I help with code (including tests)",1,,,,,1,,,,,,,,,,,,,,,,,
11545,"2015-03-02 14:56:34","2015-03-02 15:00:17",39ab40ef09975ec88adddd71901d7f84c6dae864,3,"United Kingdom",10,25,6,3,Symfony2,,,1,,1,,,,,Symfony2,,,1,1,1,,1,"Very reliable, powerful and large community",No,,,,,,,,,,,,,,,,,,,,,,,
11552,"2015-03-02 14:57:07","2015-03-02 15:00:36",1ed0b08ab58d28c299d1648270308adcb22cbea2,4,"Czech Republic",18,19,1,2,Nette,,1,1,,1,1,,,,Nette,,1,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11557,"2015-03-02 14:57:37","2015-03-02 15:01:09",7369f3d798125d2730784a530f337000330d4aa9,3,Romania,5,7,5,4,Symfony2,,1,1,1,,,,,,Symfony2,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11560,"2015-03-02 14:57:59","2015-03-02 15:00:57",8adcd3715fe99bd5cd5a0d69981dc633d07b029a,3,"United Kingdom",10,25,5,5,Symfony2,,,1,1,1,1,,,,Symfony2,,1,1,1,1,1,,,"Yes, I help with code (including tests)",,,,,,1,,,,1,,,,,,,,,,,,,
11569,"2015-03-02 14:58:33","2015-03-02 15:02:07",f0220e7c2097e57c57bcecec07e929affbbb0d77,2,Belarus,4,6,5,5,Symfony2,,,1,1,1,1,,,,Symfony2,,,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11570,"2015-03-02 14:58:41","2015-03-02 15:02:17",adf18c29d40573811464181a1e0c090f32e3010c,3,Moldova,5,15,5,4,"Yii 2",,1,1,,,,,,,"Yii 2",,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11571,"2015-03-02 14:58:28","2015-03-02 15:01:46",0a58ee12c0f70c83addce6845667dba5b072178e,3,"United Kingdom",15,17,7,5,CakePHP,,1,1,,1,,,,,Laravel,,,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11575,"2015-03-02 14:59:09","2015-03-02 15:13:18",d713d462861444dbc05db0d2aca583e3e5182393,3,Belarus,10,14,4,4,Symfony2,,1,1,,,1,,,,Symfony2,,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11579,"2015-03-02 15:00:12","2015-03-02 15:02:55",6f90109988efb44816f572fa26457dd518a5e4d8,3,France,8,10,5,3,Symfony2,,,1,,1,1,,,,Symfony2,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11593,"2015-03-02 15:00:54","2015-03-02 15:05:50",cb088c745e80292d7bdf52c69c0d3aa1e4ed217c,4,Serbia,14,20,5,2,"Company Internal Framework",,,,,,,1,,,Laravel,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11601,"2015-03-02 15:01:36","2015-03-02 15:05:33",f4da8debd11b636127fd1ad7a319c596e3df99b8,3,"United Kingdom",5,7,5,2,Laravel,,,1,1,,,,,,Laravel,,,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11603,"2015-03-02 15:02:01","2015-03-02 15:04:32",e3d92a93785ef1d4760c62ed31b03d5376ad2d8d,2,France,5,5,4,2,Symfony2,,,1,1,1,,,,,Symfony2,,,1,1,1,,,,"Yes, I help with documentation (official docs only)",,,,,,1,,,,,,,,,,,,,,,,,
11606,"2015-03-02 15:01:53","2015-03-02 15:16:30",44fdff75dc0d813e002d607fca34586d9cd2fa7c,3,France,6,7,6,5,Symfony2,,1,1,,,,1,,,Silex,,1,,,,,1,Lighter,"Yes, I help with both code and documentation",,,,,,1,,,,,,,,,,,,,,,,,
11609,"2015-03-02 15:02:25","2015-03-02 15:04:49",cdce3a6c9f645e576c935d8dad5a027eb6bd540a,2,"Czech Republic",8,11,1,4,Nette,,,1,,,,,,,Nette,,1,,,,,,,"Yes, I help with code (including tests)",,,,,,1,,,,,,,,,,,,,,,,,
11615,"2015-03-02 15:03:00","2015-03-02 15:08:19",e8f0550ffb459154c211ba442209f8aeacab6e9b,3,"Czech Republic",9,11,5,3,Nette,,1,,,,1,1,1,"Perfect Security, Debugging Tools, Modern Framework",Nette,,1,,,,1,1,"Perfect Security, Debugging Tools, Modern Framework","Yes, I help with code (including tests)",,,,,,,,,,,,,,,,,,,,,1,,
11618,"2015-03-02 15:02:51","2015-03-02 15:06:00",814a3eacdd3b19fa372302730d5c597eb274bb48,3,"Czech Republic",12,10,1,2,Nette,,,1,,,,,,,Nette,,1,,,,,,,"Yes, I help with both code and documentation",,,,,,,,,,,,,,,,,,,,,1,,
11621,"2015-03-02 15:03:14","2015-03-02 15:09:10",f119d2c313550fc0894408e3103cf17ace99341a,3,France,6,6,5,2,Symfony2,,,1,,1,1,,1,"Quality of the code",Symfony2,,,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11622,"2015-03-02 15:03:01","2015-03-02 15:06:01",d1b56689463dade7e0f14f81c37b73906731b144,2,Ukraine,1,3,5,2,"Yii 2",,1,,,1,1,,,,"Yii 2",,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11629,"2015-03-02 15:04:02","2015-03-02 15:06:16",0cd09d2fef327f39a29232dfa85f14876d68767f,3,Latvia,10,12,4,6,"Yii 1",,1,1,1,1,1,,,,"Yii 2",,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
11633,"2015-03-02 15:04:21","2015-03-02 15:07:47",e60b54a2f0edabc295265813711fbda6c714530d,3,"United Kingdom",7,11,6,5,"Zend Framework 1",,,,,,,,1,"legacy reasons & we're stuck with it",Symfony2,,,,,,,1,"Amenable to change; robust decoupled components, nice integration with DI etc","Yes, I help with both code and documentation",,,,,,1,,,,,,,,,,,,,,,,,
11635,"2015-03-02 15:04:10","2015-03-02 15:07:46",7f5641763beff3b471a744d742567be3dddff5f7,3,Taiwan,8,10,6,4,"Company Internal Framework",,,,,,,1,,,CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
11639,"2015-03-02 15:04:43","2015-03-02 16:21:39",dfa7907b322472461a1347ba5ad6ad95dc1f6eee,3,Mexico,7,10,5,4,Symfony2,,1,1,1,1,1,,,,Symfony2,,1,1,1,1,1,,,"Yes, I help with both code and documentation",,,,,,1,,,,1,,,,,,,,,,,,,
